X,sigma,bins,n_total,n_train,n_test,peak_deg_train,peak_deg_test,theta_star_deg_test,absV_test,R_test,z_like_train,z_like_test,source_file
1000000000000,0.03,65536,4103399405,2462040000,1641359405,7.2125,7.2125,324.3274,1125909671,0.685962,,,angles_up_to_1e12.csv.gz
1000000000000,0.1,65536,4103399405,2462040000,1641359405,0.8405,0.8405,324.3274,1125909671,0.685962,,,angles_up_to_1e12.csv.gz
1000000000000,0.2,65536,4103399405,2462040000,1641359405,354.2047,354.2047,324.3274,1125909671,0.685962,,,angles_up_to_1e12.csv.gz
